IP,Time,URL,Staus
10.130.2.1,[29/Nov/2017:22:21:16,GET /login.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:22:21:17,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,[29/Nov/2017:22:21:17,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,[29/Nov/2017:22:21:17,GET /css/main.css HTTP/1.1,200
10.131.0.1,[29/Nov/2017:22:21:17,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1,[29/Nov/2017:22:21:17,GET /css/style.css HTTP/1.1,200
10.128.2.1,[29/Nov/2017:22:21:17,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Nov/2017:22:21:17,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1,[29/Nov/2017:22:21:18,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.2.1,[30/Nov/2017:03:22:03,GET / HTTP/1.1,302
10.129.2.1,[30/Nov/2017:03:22:03,GET /login.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:03:22:03,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:03:22:03,GET /css/main.css HTTP/1.1,200
10.131.0.1,[30/Nov/2017:03:22:03,GET /css/style.css HTTP/1.1,200
10.128.2.1,[30/Nov/2017:03:22:03,GET /css/font-awesome.min.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:03:22:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:03:22:03,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1,[30/Nov/2017:03:22:03,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:03:22:03,GET /css/normalize.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:31:33,GET / HTTP/1.1,302
10.131.2.1,[30/Nov/2017:06:31:33,GET /login.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:31:39,POST /process.php HTTP/1.1,302
10.131.2.1,[30/Nov/2017:06:31:40,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:31:47,GET /archive.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:31:48,GET /allsubmission.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:31:52,GET /profile.php?user=ksrsingh HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:32:06,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:32:39,GET /contest.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:32:42,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:32:46,GET /details.php?id=44 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:11,GET /contest.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:14,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:16,GET /details.php?id=41 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:40,GET /contest.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:42,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:33:46,GET /details.php?id=45 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:34:04,GET /contest.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:34:07,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:34:15,GET /compiler.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:34:23,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:34:45,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1,[30/Nov/2017:06:35:31,GET /home.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:06:38:09,GET /login.php HTTP/1.1,200
